input,output
"According to a study by the CDC that among hospitalized COVID-19 patients, 656 were unvaccinated while 29 were fully vaccinated. Vaccinated individuals showed a diminished risk of requiring intensive care.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: diminished risk
reference_class_size_base: 656
reference_class_size_new: 29
reference_class_description_base: hospitalized COVID-19 patients
reference_class_description_new: hospitalized COVID-19 patients
source_base: null
source_new: According to a study by the CDC"
"Israeli Ministry of Health data show that among hospitalized COVID-19 patients, 481 were unvaccinated while 75 were fully vaccinated. Vaccinated individuals showed a reduced likelihood of requiring intensive care.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: reduced likelihood
reference_class_size_base: 481
reference_class_size_new: 75
reference_class_description_base: hospitalized COVID-19 patients
reference_class_description_new: hospitalized COVID-19 patients
source_base: null
source_new: Israeli Ministry of Health data show"
"A recent JAMA study reports that among hospitalized COVID-19 patients, 640 were unvaccinated while 33 were fully vaccinated. Vaccinated individuals showed a reduced likelihood of requiring intensive care.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: reduced likelihood
reference_class_size_base: 640
reference_class_size_new: 33
reference_class_description_base: hospitalized COVID-19 patients
reference_class_description_new: hospitalized COVID-19 patients
source_base: null
source_new: A recent JAMA study reports"
"Public Health England researchers concluded that among hospitalized COVID-19 patients, 531 were unvaccinated while 50 were fully vaccinated. Vaccinated individuals showed a less likely of requiring intensive care.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: less likely
reference_class_size_base: 531
reference_class_size_new: 50
reference_class_description_base: hospitalized COVID-19 patients
reference_class_description_new: hospitalized COVID-19 patients
source_base: null
source_new: Public Health England researchers concluded"
"An observational cohort in South Korea demonstrated that among hospitalized COVID-19 patients, 660 were unvaccinated while 55 were fully vaccinated. Vaccinated individuals showed a reduced probability of requiring intensive care.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: reduced probability
reference_class_size_base: 660
reference_class_size_new: 55
reference_class_description_base: hospitalized COVID-19 patients
reference_class_description_new: hospitalized COVID-19 patients
source_base: null
source_new: An observational cohort in South Korea demonstrated"
"Analysis from Johns Hopkins epidemiologists indicated that among hospitalized COVID-19 patients, 715 were unvaccinated while 51 were fully vaccinated. Vaccinated individuals showed a lower risk of requiring intensive care.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: lower risk
reference_class_size_base: 715
reference_class_size_new: 51
reference_class_description_base: hospitalized COVID-19 patients
reference_class_description_new: hospitalized COVID-19 patients
source_base: null
source_new: Analysis from Johns Hopkins epidemiologists indicated"
"A team from Oxford University observed that among hospitalized COVID-19 patients, 783 were unvaccinated while 68 were fully vaccinated. Vaccinated individuals showed a less frequent need of requiring intensive care.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: less frequent need
reference_class_size_base: 783
reference_class_size_new: 68
reference_class_description_base: hospitalized COVID-19 patients
reference_class_description_new: hospitalized COVID-19 patients
source_base: null
source_new: A team from Oxford University observed"
"A team from Oxford University observed that among hospitalized COVID-19 patients, 530 were unvaccinated while 49 were fully vaccinated. Vaccinated individuals showed a lower risk of requiring intensive care.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: lower risk
reference_class_size_base: 530
reference_class_size_new: 49
reference_class_description_base: hospitalized COVID-19 patients
reference_class_description_new: hospitalized COVID-19 patients
source_base: null
source_new: A team from Oxford University observed"
"A recent JAMA study reports that among hospitalized COVID-19 patients, 742 were unvaccinated while 61 were fully vaccinated. Vaccinated individuals showed a lower risk of requiring intensive care.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: lower risk
reference_class_size_base: 742
reference_class_size_new: 61
reference_class_description_base: hospitalized COVID-19 patients
reference_class_description_new: hospitalized COVID-19 patients
source_base: null
source_new: A recent JAMA study reports"
"An observational cohort in South Korea demonstrated that among hospitalized COVID-19 patients, 737 were unvaccinated while 57 were fully vaccinated. Vaccinated individuals showed a reduced likelihood of requiring intensive care.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: reduced likelihood
reference_class_size_base: 737
reference_class_size_new: 57
reference_class_description_base: hospitalized COVID-19 patients
reference_class_description_new: hospitalized COVID-19 patients
source_base: null
source_new: An observational cohort in South Korea demonstrated"
